Transaction_Amount,Transaction_Type,Location,Time_of_Day,Card_Type,Previous_Fraud_History,Account_Age,Credit_Utilization,Fraudulent
1367,Online,Domestic,Afternoon,Credit,1,6,0.10065471856459222,0
3436,Online,Domestic,Night,Credit,1,7,0.5517992282896376,0
125,Online,International,Afternoon,Credit,1,2,0.2056108832198721,0
2105,Online,Domestic,Morning,Debit,0,7,0.8849940033139135,0
1811,In-Person,International,Afternoon,Debit,1,8,0.5326971927656905,0
2156,In-Person,International,Afternoon,Credit,1,5,0.31099956515358346,0
1630,Online,Domestic,Morning,Debit,1,1,0.2513843941186164,0
4790,Online,Domestic,Morning,Credit,0,6,0.8521953561666226,0
2960,In-Person,Domestic,Night,Credit,0,3,0.746864883386178,0
3802,In-Person,International,Night,Credit,1,5,0.7461664955127351,0
2951,Online,Domestic,Morning,Debit,0,9,0.1767760729210216,0
4915,In-Person,Domestic,Morning,Credit,0,7,0.6620660201871165,0
987,Online,Domestic,Night,Credit,0,8,0.8825343248177778,0
3076,In-Person,International,Afternoon,Debit,1,6,0.78931056608735,0
793,In-Person,Domestic,Morning,Debit,0,9,0.2063410173392136,0
250,In-Person,Domestic,Morning,Credit,0,3,0.9543514326003929,0
1563,In-Person,International,Afternoon,Credit,1,1,0.16276093544576303,0
4588,Online,International,Night,Debit,1,4,0.601213883928046,0
1022,Online,International,Night,Debit,1,8,0.9505110990186271,0
196,In-Person,Domestic,Afternoon,Debit,0,6,0.84003105573147,0
1891,Online,Domestic,Morning,Credit,1,7,0.7127460952220828,0
4596,In-Person,International,Afternoon,Credit,0,9,0.870709298355377,0
440,In-Person,Domestic,Morning,Debit,0,2,0.7059531837748115,0
248,Online,International,Night,Debit,1,7,0.1494539332841313,0
2355,Online,International,Morning,Credit,1,4,0.41578475085502786,0
85,Online,International,Morning,Debit,1,7,0.4844102756407318,0
1366,In-Person,International,Morning,Credit,1,8,0.5917395348822325,0
4932,Online,International,Morning,Credit,1,2,0.3066763950758129,0
2340,Online,Domestic,Morning,Credit,1,7,0.8930551778732768,0
4696,Online,Domestic,Night,Debit,0,8,0.30583059635934134,0
1912,Online,Domestic,Afternoon,Credit,1,1,0.6918342979877609,0
4023,In-Person,Domestic,Night,Debit,0,5,0.8889466908147838,0
4680,In-Person,International,Morning,Debit,0,9,0.7595317523154519,0
4997,In-Person,Domestic,Afternoon,Debit,0,2,0.22241136851380566,0
2069,In-Person,International,Morning,Debit,0,6,0.9562547665433218,0
150,In-Person,International,Night,Credit,0,2,0.18272492264869694,0
1799,In-Person,Domestic,Night,Credit,0,3,0.2800605157522309,0
3636,In-Person,Domestic,Morning,Credit,1,6,0.22531878462080507,0
26,Online,International,Morning,Debit,0,5,0.7002253491794996,0
4358,In-Person,Domestic,Afternoon,Credit,0,4,0.8266690672966225,0
474,In-Person,Domestic,Afternoon,Credit,0,7,0.3142142760491963,0
4481,In-Person,Domestic,Morning,Credit,1,3,0.9813236406094209,0
1837,In-Person,Domestic,Afternoon,Credit,0,7,0.22531941314756793,0
3038,Online,International,Morning,Debit,0,9,0.38428166322071144,0
529,In-Person,International,Morning,Debit,1,2,0.5412783099694343,0
99,In-Person,Domestic,Morning,Credit,1,5,0.8279628304948882,0
4825,Online,International,Night,Debit,1,1,0.4388882779404657,0
2861,In-Person,International,Morning,Debit,0,7,0.26190671447060854,0
2853,In-Person,Domestic,Morning,Debit,1,2,0.51844263171744,0
4735,In-Person,Domestic,Morning,Credit,1,5,0.5288457603446571,0
1894,In-Person,International,Afternoon,Credit,1,1,0.11458468101369436,0
4181,In-Person,International,Morning,Debit,0,1,0.1187995544518365,0
935,In-Person,International,Night,Debit,1,4,0.3498749201929545,0
3744,In-Person,Domestic,Night,Debit,0,7,0.7670987387236701,0
979,Online,International,Morning,Debit,0,7,0.4293912686785656,0
1104,Online,International,Morning,Credit,1,8,0.2900839473773049,0
3205,In-Person,Domestic,Morning,Debit,0,9,0.2016771730809888,0
1414,Online,International,Night,Credit,0,4,0.35247000518330296,0
3374,In-Person,Domestic,Afternoon,Debit,0,2,0.5332952984484262,0
4300,Online,Domestic,Afternoon,Credit,1,3,0.1840415239599917,0
3992,In-Person,International,Morning,Debit,0,9,0.11344054131250145,0
4333,Online,Domestic,Afternoon,Credit,1,8,0.21457633773041915,0
4023,In-Person,Domestic,Night,Credit,0,6,0.7641815750162965,0
4566,Online,International,Morning,Debit,1,3,0.5196787636435046,0
4723,Online,Domestic,Afternoon,Debit,0,8,0.5006505205609643,0
3102,In-Person,International,Morning,Credit,0,2,0.11777736251103416,0
4169,In-Person,Domestic,Morning,Credit,1,4,0.7398500325626121,0
2084,Online,Domestic,Night,Debit,0,4,0.2817180004239796,0
294,Online,International,Night,Debit,1,9,0.18177895836244698,0
4943,In-Person,International,Afternoon,Debit,1,8,0.8578296140101963,0
4936,Online,International,Night,Debit,0,7,0.5370471601421769,0
1197,In-Person,Domestic,Morning,Credit,1,4,0.7740397731864939,0
3979,Online,International,Night,Credit,0,7,0.8396964064924931,0
2975,Online,Domestic,Afternoon,Credit,1,1,0.9681552773913932,0
4329,In-Person,International,Afternoon,Debit,1,8,0.6613295482546689,0
793,In-Person,Domestic,Afternoon,Debit,1,8,0.16145023106443368,0
959,In-Person,International,Night,Debit,0,9,0.6019193848716246,0
3949,Online,Domestic,Night,Credit,0,9,0.5585703743928649,0
54,Online,International,Night,Debit,0,1,0.15180741834012773,0
1820,Online,Domestic,Night,Credit,0,7,0.3756718543247153,0
4576,In-Person,Domestic,Night,Debit,1,1,0.4709602001680193,0
2091,Online,Domestic,Afternoon,Credit,0,6,0.24487779759815081,0
3508,Online,Domestic,Afternoon,Credit,0,5,0.10788547887275256,0
839,In-Person,International,Night,Credit,1,2,0.7812804137350833,0
1919,Online,Domestic,Morning,Debit,0,3,0.866470970357593,0
2591,Online,International,Afternoon,Debit,0,8,0.3061914864578782,0
701,In-Person,Domestic,Morning,Debit,1,2,0.10342030426562332,0
4029,In-Person,International,Morning,Debit,0,4,0.9009432526926188,0
941,In-Person,Domestic,Afternoon,Credit,0,3,0.2205639834772525,0
4946,In-Person,Domestic,Morning,Credit,0,7,0.46290646813187386,0
3416,In-Person,International,Morning,Debit,0,8,0.4293696227941184,1
157,In-Person,International,Afternoon,Debit,0,4,0.2478352605258174,0
1042,In-Person,Domestic,Afternoon,Debit,1,6,0.6389295056231922,0
1321,In-Person,International,Night,Debit,0,3,0.926687881095844,0
397,In-Person,International,Afternoon,Credit,0,7,0.5623510003777399,0
3131,Online,International,Morning,Debit,0,8,0.9756211480881177,0
1883,In-Person,Domestic,Afternoon,Credit,0,7,0.27169458343185243,0
3598,In-Person,International,Night,Credit,0,4,0.8636521185110254,0
925,Online,Domestic,Afternoon,Credit,0,9,0.3312172709441762,0
1888,In-Person,International,Morning,Debit,0,8,0.3254873567700626,0
3758,Online,International,Afternoon,Debit,0,6,0.20592231037758663,0
287,Online,Domestic,Morning,Debit,1,2,0.8772697060164043,0
1987,In-Person,International,Afternoon,Debit,0,7,0.7525528581464596,0
1869,Online,International,Night,Credit,0,9,0.4074911502400753,0
3046,In-Person,International,Night,Debit,0,9,0.4144751286092456,0
3381,In-Person,International,Afternoon,Credit,1,9,0.8603151506137411,0
4723,Online,International,Morning,Debit,0,9,0.934823564115444,0
2192,Online,International,Night,Credit,1,6,0.6421833197967837,0
4685,Online,International,Morning,Credit,0,1,0.4661554191018249,0
1180,In-Person,Domestic,Afternoon,Credit,0,6,0.14782925860767338,0
499,In-Person,Domestic,Night,Debit,0,5,0.2139085133141922,0
2535,Online,Domestic,Night,Credit,0,7,0.22760904033749033,0
1192,In-Person,Domestic,Morning,Credit,1,8,0.3491230100812237,0
4489,In-Person,Domestic,Night,Debit,1,1,0.33132864058727185,0
4268,Online,International,Morning,Credit,0,4,0.5885934830569842,0
2498,Online,Domestic,Morning,Debit,0,4,0.9496898924427645,0
1886,Online,Domestic,Afternoon,Debit,0,1,0.8754949196798443,0
2472,Online,International,Morning,Credit,0,4,0.5582467033655527,0
1640,Online,Domestic,Night,Credit,1,7,0.1155684338088744,0
297,Online,International,Morning,Debit,0,6,0.16155901291961888,0
4292,Online,International,Night,Credit,1,4,0.8743158164038354,0
1917,Online,Domestic,Morning,Debit,1,2,0.35526702393231446,0
1171,Online,Domestic,Afternoon,Debit,1,7,0.38628137593343126,0
139,Online,International,Afternoon,Credit,0,8,0.22579971056425663,0
2373,In-Person,International,Morning,Debit,0,9,0.30080207384714763,0
153,In-Person,Domestic,Morning,Credit,1,9,0.3224693516631291,0
25,Online,International,Morning,Credit,1,4,0.470884118745728,0
254,In-Person,Domestic,Afternoon,Debit,1,3,0.6608309603319286,0
936,In-Person,Domestic,Morning,Credit,0,5,0.41784047533356705,0
3188,In-Person,Domestic,Morning,Credit,0,6,0.5048769402561657,0
2186,In-Person,Domestic,Night,Credit,1,8,0.2637100872434289,0
896,In-Person,International,Afternoon,Credit,0,3,0.15075073630618507,0
350,In-Person,International,Afternoon,Credit,0,6,0.4134163390565071,0
2061,Online,Domestic,Morning,Credit,0,5,0.15624231738972977,0
3408,Online,Domestic,Morning,Debit,1,7,0.36974812403147805,0
3960,In-Person,International,Night,Credit,0,9,0.8538389095790919,0
315,In-Person,International,Morning,Debit,0,7,0.43023775888182614,0
917,Online,International,Afternoon,Debit,1,6,0.2739355890039641,0
2664,In-Person,International,Night,Credit,1,9,0.9118607890788134,0
3802,In-Person,International,Afternoon,Credit,0,4,0.6754144081083021,0
4052,In-Person,Domestic,Morning,Debit,1,1,0.9894266213889367,0
1381,In-Person,Domestic,Night,Debit,1,8,0.37022627750632386,1
330,In-Person,Domestic,Afternoon,Credit,0,6,0.2803321663831553,0
4664,Online,Domestic,Afternoon,Debit,1,6,0.3681462548149428,0
4069,Online,International,Afternoon,Debit,1,5,0.8312431233074624,0
1141,In-Person,International,Morning,Credit,0,3,0.23637567609305968,0
2588,Online,Domestic,Morning,Debit,0,6,0.31697047505837284,0
4052,In-Person,Domestic,Morning,Debit,0,1,0.731469663066908,0
3377,In-Person,International,Morning,Credit,1,7,0.7642003882399301,0
827,In-Person,Domestic,Afternoon,Credit,0,6,0.9629572052309237,0
21,In-Person,Domestic,Night,Credit,1,5,0.9821365091508377,0
204,In-Person,International,Morning,Credit,0,3,0.697178007115876,0
2547,In-Person,International,Night,Debit,0,8,0.4265151588312067,0
2852,In-Person,International,Afternoon,Debit,1,4,0.5077127498101794,0
2239,In-Person,Domestic,Morning,Debit,1,9,0.49534093974224647,0
3019,In-Person,International,Afternoon,Debit,0,9,0.44864017914867726,0
4761,Online,International,Morning,Debit,1,5,0.4044207030528947,0
2087,In-Person,Domestic,Morning,Credit,0,7,0.2511102946547793,0
3877,Online,International,Night,Debit,1,6,0.4295431337168183,1
4883,Online,Domestic,Afternoon,Debit,0,6,0.9723067608968303,0
453,In-Person,Domestic,Afternoon,Credit,0,4,0.8939407087671204,0
307,Online,Domestic,Afternoon,Debit,1,8,0.6555939730252465,0
4913,In-Person,Domestic,Night,Debit,0,3,0.27352538258514425,0
854,In-Person,International,Night,Credit,0,5,0.8907982681700953,0
1025,In-Person,Domestic,Afternoon,Credit,1,1,0.3806793996698785,0
1394,In-Person,International,Afternoon,Debit,1,1,0.5911433834257017,0
1407,Online,International,Morning,Credit,0,9,0.9206153090022893,0
563,Online,International,Morning,Debit,1,4,0.4012210950137298,0
2360,In-Person,International,Night,Debit,0,9,0.9220084603882085,0
4526,Online,International,Morning,Credit,0,7,0.3116155221174881,0
1279,Online,Domestic,Afternoon,Debit,1,8,0.9358327934472488,0
1270,Online,International,Afternoon,Credit,0,9,0.4227989250222235,0
194,In-Person,Domestic,Morning,Credit,0,1,0.4371410879356987,0
4573,Online,Domestic,Morning,Debit,0,7,0.5977071294811415,0
2420,Online,Domestic,Night,Debit,0,8,0.41232382569436443,0
4441,Online,International,Morning,Credit,0,2,0.50498417072966,0
2219,In-Person,International,Night,Credit,1,9,0.5511915776292947,0
3682,Online,International,Morning,Credit,1,1,0.5419175937219551,0
4693,Online,International,Morning,Credit,0,3,0.9649985098722563,0
1891,In-Person,Domestic,Morning,Debit,1,9,0.3536096075202141,0
4306,Online,International,Morning,Credit,1,1,0.3561216218522828,0
531,In-Person,International,Afternoon,Debit,1,4,0.8541295209328111,0
1897,In-Person,Domestic,Afternoon,Credit,1,6,0.45280795766446646,0
2562,In-Person,Domestic,Afternoon,Credit,0,6,0.1658774295194581,0
3819,In-Person,Domestic,Morning,Debit,1,4,0.5331285811865029,0
4893,In-Person,Domestic,Night,Debit,1,1,0.5952060230018424,0
4165,In-Person,Domestic,Morning,Credit,1,5,0.65592346118726,0
4683,Online,Domestic,Afternoon,Debit,1,5,0.3115839328636232,0
4426,In-Person,Domestic,Night,Debit,1,3,0.9759334949393195,0
3489,Online,International,Night,Debit,1,3,0.7633164445268195,0
1419,Online,International,Afternoon,Debit,0,4,0.7481266293434029,0
1704,In-Person,Domestic,Morning,Credit,1,3,0.8855852174429761,0
4674,Online,Domestic,Night,Debit,1,3,0.12351480810858792,0
536,Online,International,Night,Credit,1,3,0.6518280058930008,0
2670,Online,Domestic,Afternoon,Credit,1,7,0.8360532180048955,0
2182,In-Person,Domestic,Night,Credit,0,9,0.13093637053346174,0
4976,Online,Domestic,Night,Credit,0,1,0.780531142740839,0
289,Online,Domestic,Night,Debit,1,8,0.9907275251249356,0
2974,In-Person,Domestic,Morning,Credit,1,1,0.6340693146773485,0
3987,Online,International,Morning,Credit,1,9,0.48222315089969303,0
2679,Online,Domestic,Afternoon,Debit,1,8,0.5082475285668849,0
2903,Online,Domestic,Morning,Debit,0,6,0.7115326988799018,0
1761,In-Person,Domestic,Night,Debit,1,6,0.6129601853285807,0
3991,Online,International,Morning,Credit,0,7,0.8088132128728757,0
4779,Online,International,Night,Debit,0,8,0.4794738058477128,0
2371,In-Person,Domestic,Night,Credit,1,7,0.47559218611131937,0
4437,In-Person,Domestic,Morning,Credit,1,1,0.7713688388716792,0
4141,In-Person,Domestic,Morning,Credit,0,4,0.6809668041165965,0
1718,Online,Domestic,Morning,Debit,1,4,0.8002882297482419,0
2696,In-Person,International,Morning,Credit,0,9,0.8984473519706029,0
2905,In-Person,International,Afternoon,Credit,1,9,0.33706526005710125,0
4545,In-Person,Domestic,Morning,Debit,1,3,0.3835322841374944,0
2786,Online,Domestic,Afternoon,Credit,1,9,0.574255667474624,1
1129,In-Person,International,Night,Debit,1,5,0.9374075117271888,0
2998,In-Person,International,Afternoon,Debit,0,6,0.8512191098323889,0
4269,In-Person,Domestic,Night,Debit,1,7,0.5216011473316126,0
4253,In-Person,Domestic,Afternoon,Debit,1,3,0.6158069989891787,0
204,In-Person,Domestic,Afternoon,Debit,1,4,0.7410791112680557,0
672,Online,International,Night,Debit,0,5,0.5704120766750956,0
489,Online,International,Afternoon,Credit,1,1,0.1886038488361193,0
4228,In-Person,International,Night,Debit,0,8,0.4174631086914993,0
1433,In-Person,International,Morning,Credit,0,7,0.14285104647281716,0
2718,In-Person,Domestic,Night,Credit,1,2,0.7028788206972374,0
3185,Online,International,Afternoon,Credit,0,7,0.4034114058764203,1
3824,Online,International,Morning,Credit,1,9,0.7645264244057928,0
2024,Online,International,Afternoon,Debit,1,5,0.4867391477060048,0
3799,Online,Domestic,Morning,Credit,1,6,0.14102949457528174,0
4815,In-Person,International,Night,Debit,0,5,0.44165443262496595,0
2453,In-Person,International,Morning,Credit,0,1,0.29682510319080735,0
921,In-Person,International,Morning,Debit,0,6,0.2928616757157203,0
3223,In-Person,Domestic,Morning,Debit,1,7,0.43984885229521664,0
2374,Online,International,Afternoon,Credit,1,5,0.9804936792983634,0
3639,In-Person,Domestic,Morning,Debit,0,3,0.9640623298858774,0
3482,Online,Domestic,Night,Debit,0,6,0.8231088058593008,0
690,Online,International,Night,Debit,1,7,0.32092052526263676,0
4661,In-Person,Domestic,Night,Debit,0,9,0.7875361931485164,0
619,Online,International,Morning,Credit,1,7,0.11382710368156379,0
2166,Online,Domestic,Night,Credit,1,3,0.15071415094423982,0
3876,In-Person,Domestic,Afternoon,Credit,0,1,0.8521594893906493,1
381,Online,International,Night,Credit,1,7,0.6078129414033875,0
625,Online,International,Morning,Debit,1,8,0.435976907527045,0
2263,In-Person,Domestic,Night,Credit,0,1,0.7664125238799716,0
4952,Online,Domestic,Morning,Credit,0,5,0.20292668536109443,0
4148,Online,Domestic,Morning,Debit,0,8,0.3580178151183494,0
874,In-Person,Domestic,Night,Debit,1,7,0.7548477060051685,0
1278,Online,International,Afternoon,Credit,1,2,0.2864519406404038,0
794,In-Person,Domestic,Afternoon,Credit,0,4,0.6405783677910878,0
4581,Online,Domestic,Night,Credit,1,6,0.5028969254304808,0
4188,Online,International,Morning,Debit,0,7,0.2821274417101541,0
2247,In-Person,Domestic,Night,Credit,1,7,0.8995444388263379,0
4064,In-Person,International,Morning,Debit,1,3,0.49197480334061494,0
4905,Online,International,Morning,Debit,1,8,0.6389559780466929,0
945,In-Person,International,Morning,Credit,1,7,0.32773387184674424,0
3990,Online,Domestic,Afternoon,Debit,1,4,0.412124459521915,0
2348,In-Person,International,Afternoon,Debit,0,4,0.1440854546918747,0
335,Online,International,Night,Credit,0,4,0.5348928993535409,0
1544,Online,International,Afternoon,Debit,1,5,0.4103614664393709,0
3490,Online,Domestic,Morning,Debit,0,2,0.3964633939637229,0
3871,Online,Domestic,Morning,Debit,0,9,0.9009489617732305,0
1995,Online,Domestic,Night,Credit,1,6,0.7334829083938085,0
4942,In-Person,Domestic,Morning,Debit,1,8,0.5115605738482237,0
4613,In-Person,International,Night,Debit,1,1,0.2758160865391376,0
2788,Online,International,Night,Debit,0,6,0.9759262640105703,0
1280,Online,International,Morning,Credit,0,6,0.16728876156176703,0
650,In-Person,Domestic,Afternoon,Credit,0,8,0.22249543166630784,0
4713,In-Person,International,Morning,Credit,1,1,0.34328938533434267,0
4088,In-Person,Domestic,Morning,Credit,1,5,0.9590755197930337,0
4671,In-Person,Domestic,Night,Credit,1,3,0.3509938947675334,0
1377,In-Person,Domestic,Afternoon,Credit,1,6,0.5422836897851895,0
4052,Online,International,Night,Credit,1,9,0.7850482561725537,0
2585,Online,International,Morning,Debit,0,3,0.9362670703445453,0
3613,In-Person,Domestic,Night,Debit,0,9,0.6445810083422868,0
1591,In-Person,International,Night,Credit,0,9,0.4458496624776582,0
1996,In-Person,Domestic,Morning,Credit,1,1,0.9869577850543211,0
2250,In-Person,International,Night,Credit,1,2,0.12354636262969645,0
3976,In-Person,Domestic,Morning,Debit,0,4,0.8489558498018729,0
2115,In-Person,Domestic,Night,Debit,0,7,0.3496868374191884,0
138,In-Person,Domestic,Afternoon,Debit,1,2,0.8357066314064518,0
4811,In-Person,International,Morning,Debit,0,7,0.2459501904399687,0
4006,In-Person,International,Afternoon,Credit,1,5,0.412136573533474,0
861,Online,International,Night,Debit,0,7,0.15037419417565664,0
4113,In-Person,International,Afternoon,Debit,0,9,0.27966003047592863,0
2086,In-Person,International,Afternoon,Debit,0,9,0.642513102749374,0
3004,Online,Domestic,Afternoon,Credit,0,3,0.7853518507168674,0
3754,Online,International,Night,Credit,1,3,0.9201041148488804,0
2766,Online,Domestic,Morning,Credit,1,7,0.2077169830829293,0
1654,In-Person,International,Night,Debit,1,5,0.22651556706340933,0
4381,In-Person,International,Night,Debit,0,5,0.9448979961575059,0
3154,In-Person,International,Night,Debit,1,5,0.7893771933906782,0
252,In-Person,Domestic,Morning,Credit,0,9,0.5857763104133236,0
4095,Online,International,Night,Credit,1,4,0.5290530086729858,0
180,In-Person,Domestic,Night,Debit,0,6,0.24194432825920437,0
662,In-Person,International,Morning,Debit,1,6,0.44137120454439327,0
3522,Online,Domestic,Morning,Credit,1,7,0.43534429388359874,0
1509,In-Person,Domestic,Morning,Debit,0,2,0.6835118453676746,0
2109,In-Person,Domestic,Afternoon,Debit,1,6,0.6390144624342347,0
2168,In-Person,Domestic,Morning,Debit,0,9,0.15373992688328048,0
1982,In-Person,International,Afternoon,Credit,0,3,0.8636321255647675,0
3935,Online,International,Afternoon,Credit,0,2,0.9437929570547707,0
2268,Online,Domestic,Night,Credit,1,8,0.8021875434607519,0
4049,Online,International,Afternoon,Credit,1,1,0.26054594179733165,0
2045,Online,Domestic,Night,Credit,1,8,0.2549514964702386,0
3281,In-Person,International,Afternoon,Credit,1,5,0.7535009486412472,1
867,In-Person,International,Morning,Credit,1,9,0.4967808543418576,0
3833,In-Person,International,Night,Credit,0,9,0.8009234698872084,0
1059,Online,Domestic,Afternoon,Credit,1,4,0.167931110112871,0
4000,Online,International,Night,Debit,1,1,0.7447928412795238,0
308,Online,Domestic,Morning,Debit,1,5,0.4816863612511403,0
933,In-Person,International,Afternoon,Debit,0,7,0.1278864024248409,0
4242,In-Person,Domestic,Afternoon,Debit,0,9,0.5906421605291805,0
4316,Online,International,Morning,Credit,0,9,0.7291322654303698,0
2809,Online,Domestic,Afternoon,Debit,0,9,0.5754155900242973,0
4885,In-Person,Domestic,Afternoon,Debit,1,6,0.2105919477450993,0
4072,In-Person,Domestic,Night,Debit,0,2,0.8343182086366006,0
4055,In-Person,International,Afternoon,Credit,1,5,0.38537634743650806,0
1812,Online,Domestic,Morning,Debit,1,3,0.9293138816174613,0
2723,Online,International,Afternoon,Debit,1,6,0.9161879107086477,0
4516,Online,Domestic,Night,Debit,0,5,0.28032620098298405,0
2863,Online,Domestic,Afternoon,Credit,1,1,0.5287288449976221,0
2667,In-Person,Domestic,Night,Debit,0,2,0.2236289715162549,0
4532,In-Person,International,Afternoon,Credit,0,5,0.7099722905238415,0
3356,In-Person,International,Night,Credit,0,6,0.8667252505226046,0
1481,Online,International,Night,Debit,0,1,0.6835359646368586,0
2959,In-Person,International,Afternoon,Credit,0,7,0.3344273639609527,0
951,In-Person,International,Morning,Credit,0,3,0.1686832703125168,0
1917,In-Person,International,Morning,Debit,0,1,0.1623344286972276,0
4847,In-Person,International,Afternoon,Credit,1,7,0.6498352727841306,0
1253,In-Person,Domestic,Afternoon,Debit,0,7,0.9579957429779151,0
4433,Online,Domestic,Afternoon,Debit,1,3,0.7257503599748023,0
1476,In-Person,International,Afternoon,Debit,0,6,0.7575635504084195,0
3967,In-Person,International,Afternoon,Credit,1,4,0.39637030208684154,0
1976,Online,International,Morning,Debit,1,4,0.6274347006801062,0
385,Online,International,Night,Debit,1,9,0.38493998771306936,0
272,In-Person,International,Night,Debit,1,7,0.9114991723500397,0
4372,In-Person,Domestic,Morning,Credit,0,6,0.21926258351792402,0
3398,In-Person,International,Morning,Debit,1,9,0.6688220479066419,0
3405,In-Person,International,Night,Credit,0,3,0.7577603520836006,0
1954,Online,International,Morning,Credit,0,4,0.7286410952550945,0
1903,In-Person,Domestic,Afternoon,Debit,0,9,0.3315850031701538,0
3644,Online,Domestic,Morning,Credit,1,4,0.5374285602278877,0
1662,In-Person,Domestic,Morning,Debit,0,7,0.6970121482980733,0
4151,In-Person,Domestic,Morning,Credit,1,9,0.9378488190138337,0
3902,In-Person,International,Morning,Debit,0,4,0.5496939868241701,0
609,Online,Domestic,Night,Debit,1,9,0.37045793928604864,0
4825,In-Person,Domestic,Night,Credit,0,7,0.44786884037157126,0
1922,In-Person,Domestic,Night,Debit,1,4,0.5871871252922648,0
1302,Online,Domestic,Night,Debit,1,3,0.9787229251369766,0
610,In-Person,Domestic,Afternoon,Credit,0,6,0.6654984459638074,0
390,Online,International,Afternoon,Credit,0,3,0.239262544905605,0
4223,In-Person,Domestic,Night,Credit,1,7,0.8588296794115258,0
3647,Online,Domestic,Night,Credit,1,1,0.2633024775245189,0
2173,Online,Domestic,Night,Credit,1,7,0.13487157906612998,0
4365,Online,International,Morning,Debit,1,3,0.19018895869908453,0
1108,In-Person,International,Afternoon,Debit,1,9,0.8075095908875837,0
375,Online,International,Afternoon,Debit,1,6,0.9117061075793114,0
2580,Online,International,Morning,Credit,0,7,0.3413829282174824,0
3429,In-Person,International,Morning,Credit,0,9,0.5482987936949397,0
2486,Online,International,Morning,Debit,1,6,0.637500714264836,0
800,In-Person,International,Afternoon,Credit,0,2,0.47682137446475803,0
3579,In-Person,International,Morning,Debit,1,6,0.1587916167859317,0
756,Online,Domestic,Morning,Debit,0,6,0.1509874648106328,0
322,Online,Domestic,Morning,Credit,1,2,0.4963144276541771,0
4643,In-Person,International,Night,Credit,1,7,0.8180808860311524,1
930,Online,Domestic,Morning,Credit,0,9,0.1761667624047608,0
1087,Online,International,Night,Credit,0,4,0.2851081424487678,0
2839,Online,Domestic,Afternoon,Credit,0,5,0.34279108534068087,0
2391,Online,Domestic,Afternoon,Credit,1,6,0.6032134168521343,0
3628,In-Person,International,Afternoon,Debit,0,1,0.13887642306136583,0
807,In-Person,Domestic,Night,Credit,1,8,0.8740385270694102,0
4453,Online,International,Morning,Debit,0,9,0.523654028713405,0
282,In-Person,International,Afternoon,Debit,0,1,0.5367092624265964,0
3020,Online,Domestic,Morning,Debit,0,4,0.39386710515028855,0
4825,Online,International,Night,Credit,1,6,0.29080233699289637,0
1783,Online,Domestic,Afternoon,Debit,1,1,0.42730218858075475,0
2557,Online,Domestic,Morning,Credit,0,3,0.9220601911212838,0
3174,In-Person,International,Morning,Credit,1,7,0.1848077467543171,0
4790,Online,International,Afternoon,Credit,1,8,0.15465573020597015,0
4727,In-Person,International,Morning,Credit,0,8,0.20300627254379788,0
956,Online,International,Night,Credit,0,5,0.7992797814526134,0
2675,In-Person,International,Afternoon,Debit,0,1,0.1435748039467189,0
516,In-Person,Domestic,Afternoon,Credit,0,1,0.3998487137937323,0
253,In-Person,International,Afternoon,Debit,1,8,0.48237313164479256,0
515,In-Person,Domestic,Afternoon,Credit,0,5,0.5563999875362605,0
4527,Online,International,Night,Credit,1,9,0.1028793262253674,0
3168,In-Person,Domestic,Night,Credit,0,1,0.5380887946709013,0
3600,Online,Domestic,Morning,Debit,0,2,0.27543192796925436,0
1882,In-Person,Domestic,Night,Debit,0,4,0.18808930262804308,0
3803,In-Person,Domestic,Morning,Debit,0,7,0.5799666552238709,0
1202,In-Person,Domestic,Morning,Debit,0,4,0.7697342769492191,0
4435,Online,International,Afternoon,Credit,0,8,0.9412745859696471,0
4755,In-Person,Domestic,Morning,Credit,1,7,0.9213935531416377,1
1474,Online,International,Afternoon,Debit,1,5,0.45909696361594043,0
400,Online,Domestic,Morning,Debit,1,7,0.733651975789204,0
4486,Online,International,Night,Debit,1,8,0.7260581968893084,0
3387,In-Person,Domestic,Afternoon,Debit,1,3,0.47089509460616064,0
4847,In-Person,Domestic,Morning,Credit,1,3,0.18838936288400626,0
4925,In-Person,International,Night,Credit,1,2,0.44380802375577766,0
682,In-Person,International,Night,Credit,0,4,0.9931220941993972,0
2570,In-Person,Domestic,Afternoon,Debit,1,4,0.5995312122513319,0
1221,In-Person,Domestic,Afternoon,Debit,0,4,0.40725190558914226,0
939,In-Person,International,Afternoon,Credit,1,2,0.7694332991775328,0
1549,Online,Domestic,Morning,Debit,1,7,0.7176932128076694,0
922,In-Person,Domestic,Afternoon,Debit,0,3,0.6209199208756746,0
653,Online,International,Night,Debit,0,1,0.6736893449919819,0
4532,Online,Domestic,Night,Credit,0,2,0.6264441191059419,0
511,In-Person,Domestic,Afternoon,Debit,0,5,0.9606493286073425,0
739,In-Person,International,Afternoon,Credit,0,9,0.5582205391482342,0
1293,Online,Domestic,Night,Debit,1,4,0.6311718216742888,0
2128,Online,International,Morning,Debit,0,6,0.5244894530642766,1
4562,In-Person,International,Night,Credit,0,3,0.6402000173097377,0
4396,Online,Domestic,Night,Credit,0,9,0.901744216387866,0
3846,Online,Domestic,Night,Credit,1,2,0.4057791105009294,0
929,Online,International,Afternoon,Credit,0,8,0.5463125822283397,0
4060,Online,International,Morning,Debit,0,3,0.5037498599581292,0
